loc,ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,VG_avg,VG_max,VG_sum,bug
70,0,2.833333333,6,17,8.833333332999999,34,53,1.666666667,3,10,2.0,2,2,0,6.0,6,6,1,0.0,0,0,0.0,0,0,0.333333333,1,2,5.833333333,24,35,0
280,2,7.133333333,33,107,13.6,59,204,1.533333333,4,23,8.0,16,16,0,7.5,13,15,1,7.0,14,14,0.0,0,0,1.2,4,18,2.733333333,8,41,0
54,0,5.666666667,15,17,12.66666667,29,38,2.0,3,6,0.0,0,0,0,3.0,3,3,1,2.0,2,2,0.0,0,0,2.0,3,6,3.333333333,6,10,0
99,2,1.545454545,10,17,5.363636364,21,59,1.181818182,2,13,5.0,5,5,0,11.0,11,11,1,6.0,6,6,0.0,0,0,1.181818182,3,13,1.727272727,5,19,0
13,0,3.5,4,7,2.5,3,5,1.0,1,2,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,1.0,2,2,1.0,1,2,0
12,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,9.0,9,9,0.0,0,0,0.0,0,0,0.0,0,0,0
14,0,0.0,0,0,0.666666667,1,2,1.0,1,3,1.0,1,1,0,3.0,3,3,1,0.0,0,0,0.0,0,0,0.333333333,1,1,1.0,1,3,0
166,3,5.2,18,52,10.0,33,100,2.2,7,22,3.0,5,6,0,3.5,4,7,1,0.0,0,0,1.0,2,2,0.7,2,7,2.5,5,25,1
26,0,0.0,0,0,1.6,4,8,1.0,1,5,4.0,4,4,0,5.0,5,5,1,0.0,0,0,0.0,0,0,0.8,4,4,1.0,1,5,0
314,0,9.733333333,28,146,16.26666667,52,244,2.266666667,4,34,0.0,0,0,0,15.0,15,15,1,6.0,6,6,0.0,0,0,2.2,3,33,4.666666667,16,70,0
65,0,1.909090909,3,21,3.181818182,6,35,1.0,1,11,1.0,1,1,0,10.0,10,10,1,0.0,0,0,1.0,1,1,0.636363636,2,7,1.727272727,3,19,0
90,1,3.0,8,33,4.909090909,14,54,1.636363636,3,18,3.0,3,3,0,10.0,10,10,1,0.0,0,0,1.0,1,1,0.636363636,2,7,1.545454545,2,17,0
43,0,1.222222222,6,11,1.5555555559999998,4,14,1.0,1,9,2.0,2,2,0,9.0,9,9,1,0.0,0,0,0.0,0,0,1.4444444440000002,2,13,1.0,1,9,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
64,0,3.333333333,19,30,4.1111111110000005,20,37,1.222222222,3,11,1.0,1,1,0,9.0,9,9,1,0.0,0,0,0.0,0,0,0.666666667,3,6,1.333333333,3,12,0
55,0,3.0,12,24,3.25,13,26,1.25,3,10,6.0,6,6,0,8.0,8,8,1,0.0,0,0,0.0,0,0,1.5,6,12,1.25,3,10,0
267,2,4.904761905,23,103,7.571428571,41,159,1.523809524,3,32,6.0,6,12,0,8.5,11,17,1,7.0,14,14,2.0,4,4,0.80952381,3,17,1.857142857,4,39,0
13,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,2,1,6.0,6,6,0,0.0,0,0,0.0,0,0,0.333333333,1,2,0.0,0,0,0
31,0,5.0,5,5,18.0,18,18,4.0,4,4,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,1.0,1,1,5.0,5,5,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0
144,0,9.75,19,78,13.625,24,109,3.0,5,24,0.0,0,0,0,8.0,8,8,1,0.0,0,0,0.0,0,0,1.75,5,14,3.875,6,31,1
23,1,1.333333333,2,4,3.666666667,8,11,1.333333333,2,4,0.0,0,0,0,3.0,3,3,1,0.0,0,0,0.0,0,0,0.666666667,1,2,1.0,1,3,0
